id,name,composer_id
933,Janika Vandervelde,582
934,Emma Wooge,583
935,Claire Schapira,584
936,Birgit Havenstein,585
937,Maj Sønstevold,586
938,Joëlle Léandre,587
939,Lita Spena,588
940,Hiba Kawas,589
941,Hiba Al Kawas,589
942,Hiba Al Kawas,589
943,Kazuko Hara,590
944,Anne Quigley,591
945,Allison Cameron,592
946,Sophie Viney,593
947,Frances Allitsen,594
948,Mary Frances Bumpus,594
949,Mary Frances Bumpus,594
950,Anne Dudley,595
951,Stella Stocker,596
952,Stella Prince,596
953,O-mes-qua wi-gi shi-go-que,596
954,Stella Prince,596
955,O-mes-qua wi-gi shi-go-que,596
956,Kate Loder,597
957,Diamante Medaglia Faini,598
958,Cheryl Frances-Hoad,599
959,Grace Worcester Root,600
960,Grace W. Root,600
961,Grace W. Root,600
962,Joan Jeanrenaud,601
963,Christine Berl,602
964,Caroline Ridderstolpe,603
965,Nadezhda Simonyan,604
966,Francesca Lebrun,605
967,Franziska Dorothea Danzi,605
968,Franziska Dorothea Danzi,605
969,Gisela Hernández,606
970,Vilma von Webenau,607
971,Barbara Heller,608
972,Roberta Bitgood,609
973,Patricia Blomfield Holt,610
974,Amalie Scholl,611
975,Katharine Mulky Warne,612
976,Paule Maurice,613
977,Synne Skouen,614
978,Muriel Emily Herbert,615
979,Clorinda Rosato,616
980,Meta Schumann,617
981,Meta Fust Willoughby,617
982,Meta Fust Willoughby,617
983,Margaret Wigham,618
984,Hendrika Cornelia van Tussenbroek,619
985,Victoria Poleva,620
986,Izabella Konstantinovna Arazova,621
987,Izabella Arazova,621
988,Izabella Arazian,621
989,Izabella Arazian,621
990,Dobrinka Tabakova,622
991,Gladys Robinson Youse,623
992,Glad Robinson Youse,623
993,Mathilda d'Orozco,624
994,Cindy McTee,625
995,Stephanie Wurmbrand-Stuppach,626
996,Stephanie Brand-Vrabely,626
997,Stephanie Brand-Vrabely,626
998,Gabriella Cecchi,627
999,Kateřina Emingerová,628
1000,Cacilda Borges Barbosa,629
1001,Raquel García-Tomás,630
1002,Lydia Kunz Venth,631
1003,Lyubov Streicher,632
1004,Louise Béguin-Salomon,633
1005,Louise-Frédérique Cohen,633
1006,Louise-Frédérique Cohen,633
1007,Dora Bright,634
1008,Mme Papavoine,635
1009,Mlle. Pellecier,635
1010,Mlle. Pellecier,635
1011,Joyce Howard Barrell,636
1012,Didia Saint Georges,637
1013,Annea Lockwood,638
1014,Lejla Agolli,639
1015,Clara Kathleen Rogers,640
1016,Clara Doria,640
1017,Clara Doria,640
1018,Dulcie Holland,641
1019,Dulcie Bellhouse,641
1020,Dulcie Bellhouse,641
1021,Modesta Bor,642
1022,Helen L. Weiss,643
1023,Aurore von Haxthausen,644
1024,Klara Kuhlmann,644
1025,Klara Kuhlmann,644
1026,Barbara Benary,645
1027,Alicia Van Buren,646
1028,Lina Pires de Campos,647
1029,Trisutji Kamal,648
1030,Heidi Sundblad-Halme,649
1031,Judith Weir,650
1032,Mildred Couper,651
1033,Mildred Cooper,651
1034,Mildred Cooper,651
1035,Michielina della Pietà,652
1036,Michaelis,652
1037,Michieletta,652
1038,Michaelis,652
1039,Michieletta,652
1040,Anjelika Akbar,653
1041,Anjelika Rosenbaum,653
1042,Anjelika Rosenbaum,653
1043,Paola Massarenghi,654
1044,Helen Fisher,655
1045,Vincenza Garelli della Morea,656
1046,Celia Torrá,657
1047,Elizabeth R. Austin,658
1048,Anne Boyd,659
1049,Geraldine Mucha,660
1050,Joan La Barbara,661
1051,Odette Gartenlaub,662
1052,Florence Maude Ewart,663
1053,Sonia Aldon,663
1054,Fannie Morris Spencer,664
1055,Zenobia Powell Perry,665
1056,Irina Odăgescu,666
1057,Cecile L. Vashaw,667
1058,Mayako Kubo,668
1059,Iet Stants,669
1060,Johanna Bordewijk-Roepman,670
1061,Eva Saito-Noda,671
1062,Katherine Kennicott Davis,672
1063,Katherine K. Davis,672
1064,Brenda Hutchinson,673
1065,Betty Beath,674
1066,Maria Francesca Nascinbeni,675
1067,Maria Francesca Nascimbeni,675
1068,Maria Francesca Nascimbeni,675
1069,Elsa Barraine,676
1070,Tamara Vakhvakhishvili,677
1071,Johanna Senfter,678
1072,Nancy Ellen Telfer,679
1073,Rhian Samuel,680
1074,Sophie Seipt,681
1075,Sophie Seibt,681
1076,Sophie Seibt,681
1077,Gabriela Lena Frank,682
1078,Nicola LeFanu,683
1079,Solange Ancona,684
1080,Louise Farrenc,685
1081,Jeanne-Louise Dumont,685
1082,Jeanne-Louise Dumont,685
1083,Elena Asachi,686
1084,Sieglinda Ahrens,687
1085,Eleonora Grigor'yevna Eksanishvili,688
1086,Eleonora Eksanishvili,688
1087,Eleonora Yeksanishvili,688
1088,Eleonora Yeksanishvili,688
1089,Esther Elizabeth Velkiers,689
1090,Esther Velkiers,689
1091,Esther Velkiers,689
1092,Charlotte Bray,690
1093,Laura Schwendinger,691
1094,Gudrun Lund,692
1095,Lily Strickland,693
1096,Renata Kunkel,694
1097,Yudif Grigorevna Rozhavskaya,695
1098,M. M. Srilekha,696
1099,Sarah Feigin,697
1100,Sarah Kugel,697
1101,Sarah Kugel,697
1102,Le Sénéchal de Kerkado,698
1103,Mlle Le Sénéchal de Kerkado,698
1104,Mlle Le Sénéchal de Kerkado,698
1105,Liza Lim,699
1106,林瑞玲,699
1107,Ellen Taaffe Zwilich,700
1108,Marion Verhaalen,701
1109,Sister Mary Vernon,701
1110,Sister Mary Vernon,701
1111,June Weybright,702
1112,Magdalene Schauss-Flake,703
1113,Therese Emilie Henriette Winkel,704
1114,Bertha Tammelin,705
1115,Miriam Gideon,706
1116,Yekaterina Alexeyevna Sinyavina,707
1117,Catherine Vorontsova,707
1118,Catherine Vorontsova,707
1119,Magdeleine Boucherit Le Faure,708
1120,Sussan Deyhim,709
1121,Teresa Rampazzi,710
1122,Nagako Konishi,711
1123,Undine Eliza Anna Smith Moore,712
1124,Anne Terrier Laffaille,713
1125,Hilda Wilson,714
1126,Chan-Hae Lee,715
1127,Inger Wikström,716
1128,Gisela Selden-Goth,717
1129,Gisella Selden-Goth,717
1130,Gisella Selden-Goth,717
1131,Dorothy Gow,718
1132,Beatritz de Dia,719
1133,Comtessa de Dia,719
1134,Comtessa de Dia,719
1135,Diana McIntosh,720
1136,Vally Weigl,721
1137,Valerie Weigl,721
1138,Valerie Pick,721
1139,Felicia Johanna Tuczek,722
1140,Halina Harelava,723
1141,Galina Gorelova,723
1142,Galina Gorelova,723
1143,Jeanne Zaidel-Rudolph,724
1144,Alice Marion Shaw,725
1145,Karólína Eiríksdóttir,726
1146,Laura Lemon,727
1147,Lisa Bielawa,728
1148,Éliane Radigue,729
1149,Raminta Šerkšnytė,730
1150,Zana Clarke,731
1151,Maria Cattarina Calegari,732
1152,Cornelia,732
1153,La Divina Euterpe,732
1154,Cornelia,732
1155,La Divina Euterpe,732
1156,Clare Shore,733
1157,Joséphine Boulay,734
1158,Blanche Selva,735
1159,Netty Simons,736
1160,Ella Milch-Sheriff,737
1161,Lucia Dlugoszewski,738
1162,Lesia Vasylivna Dychko,739
1163,Liudmyla Vasylivna Dychko,739
1164,Liudmyla Vasylivna Dychko,739
1165,Pauline B. Story,740
1166,Alicia Urreta,741
1167,Josephine Lang,742
1168,Josephine Caroline Lang,742
1169,Josephine Caroline Lang,742
1170,Harriet Browne,743
1171,Laurie Spiegel,744
1172,Ingrid Stölzel,745
1173,Louise Tunison,746
1174,Elsa Respighi,747
1175,Zinaida Petrovna Ziberova,748
1176,María Luisa Sepúlveda,749
1177,Yuki Kajiura,750
1178,Christabel Baxendale,751
1179,Justine Electra,752
1180,Clara Mathilda Faisst,753
1181,Mary Caroline (Carrie) Burpee Shaw,754
1182,Carrie Burpee Shaw,754
1183,Carrie Burpee Shaw,754
1184,Nydia Pereyra-Lizaso,755
1185,Dorothy Strutt,756
1186,Margaret Scoville,757
1187,Anne Linnet,758
1188,Sarah MacDonald,759
1189,Mrs Philarmonica,760
1190,Johanna Müller-Hermann,761
1191,Johanna Hermann,761
1192,Johanna Müller-Martini,761
1193,Johanna Hermann,761
1194,Johanna Müller-Martini,761
1195,Catherina Cibbini-Kozeluch,762
1196,Carolyn Steinberg,763
1197,Anita Socola Specht,764
1198,Tat'yana Pavlovna Sergeyeva,765
1199,Tat'yana Sergeyeva,765
1200,Hanna Kulenty,766
1201,Dika Newlin,767
1202,Ellen R. Thompson,768
1203,Victorine Louise Farrenc,769
1204,Marianne Gary-Schaffhauser,770
1205,Giovanna Bruna Baldacci,771
1206,Shibani Kashyap,772
1207,Natela Svanidze,773
1208,Elizabeth Raum,774
1209,Sheila Silver,775
1210,Emily Doolittle,776
1211,Tanya Ekanayaka,777
1212,Maria Antonietta Picconi,778
1213,Dorothy Rudd Moore,779
1214,Mme Delaval,780
1215,Charlotte Helen Sainton-Dolby,781
1216,Charlotte Dolby,781
1217,Charlotte Dolby,781
1218,Jessie Furze,782
1219,Sophie Gay,783
1220,Marie Françoise Sophie Nichault de la Vallette,783
1221,Marie Françoise Sophie Nichault de la Vallette,783
1222,Cecilia Maria Barthélemon,784
1223,Cecilia Maria Hinchcliffe,784
1224,Cecilia Maria Henslow,784
1225,Cecilia Maria Hinchcliffe,784
1226,Cecilia Maria Henslow,784
1227,Cathy Berberian,785
1228,Geneviève Calame,786
1229,Maria Bach,787
1230,Kathleen Richards,788
1231,Kathleen Dale,788
1232,Kathleen Dale,788
1233,Thérèse Wartel,789
1234,Ruth Bakke,790
1235,Ethel Tench Rogers,791
1236,Chris Mary Francine Whittle,792
1237,Bessie Marshall Whitely,793
1238,Constance Cochnower Virtue,794
1239,Sophie Bawr,795
1240,Alexandrine-Sophie de Bawr,795
1241,M. François,795
1242,Alexandrine-Sophie de Bawr,795
1243,M. François,795
1244,Diana Ringo,796
1245,María Escribano,797
1246,Susan Morton Blaustein,798
1247,Louise Haenel de Cronenthall,799
1248,Isabelle de Charrière,800
1249,Belle van Zuylen,800
1250,Belle van Zuylen,800
1251,Anne La Berge,801
1252,Rosica Petkova,802
1253,Meredith Monk,803
1254,Alison Bauld,804
1255,Jody Diamond,805
1256,Beatrice Witkin,806
1257,Dorothea Austin,807
1258,Dorothea Blaukopf,807
1259,Dorothea Austin Banner,807
1260,Dorothea Blaukopf,807
1261,Dorothea Austin Banner,807
1262,Margriet Hoenderdos,808
1263,Kimi Sato,809
1264,Vanessa Lann,810
1265,Rosalind Frances Ellicott,811
1266,Lyudmila Lyadova,812
1267,Sirvart Kalpakyan Karamanuk,813
1268,Helen Lucas Pyke,814
1269,Helen Pyke,814
1270,Unsuk Chin,815
1271,Shulamit Ran,816
1272,Rita Kassabian,817
1273,Sylvie Bodorová,818
1274,Nancy Galbraith,819
1275,Gertrude Hoag Wilson,820
1276,Ethel Leginska,821
1277,Ethel Liggins,821
1278,Ethel Liggins,821
1279,Debbie Wiseman,822
1280,Louise Geneviève de La Hye,823
1281,Louise Geneviève Rousseau,823
1282,Louise Geneviève Rousseau,823
1283,Anna Maria della Pietà,824
1284,Anna Maria dal Violin,824
1285,Anna Maria della Pietà,824
1286,Anna Maria dal Violin,824
1287,Anna Maria della Pietà,824
1288,Edith Wire,825
1289,Marie Schauff,826
1290,Nada Ludvig-Pečar,827
1291,Cécile Hartog,828
1292,Pauline Oliveros,829
1293,Blanche of Castile,830
1294,Delphine von Schauroth,831
1295,Yolande Uyttenhove,832
1296,Eva Jessye,833
1297,Teckla Juel,834
1298,Teckla Violanda Suenssen,834
1299,Johan Fedder,834
1300,Carl Krone,834
1301,Thorvald Thure,834
1302,Teckla Violanda Suenssen,834
1303,Johan Fedder,834
1304,Carl Krone,834
1305,Thorvald Thure,834
1306,Yuka Tsujiyoko,835
1307,Marie Siegling,836
1308,Mary Regina Schuman Le Clercq,836
1309,Mary Regina Schuman Le Clercq,836
1310,Ann Ronell,837
1311,Ann Rosenblatt,837
1312,Ann Rosenblatt,837
1313,Helen C. Rockefeller,838
1314,Judith Shatin,839
1315,Elisabeth Olin,840
1316,Betty Lillström,840
1317,Betty Lillström,840
1318,Georgia Koumará,841
1319,Marie-Anne-Catherine Quinault,842
1320,Michèle Bokanowski,843
1321,Huang Zhun,844
1322,Emma Hartmann,845
1323,Emma Zinn,845
1324,Emma Zinn,845
1325,Elizabeth Billington,846
1326,Elizabeth Weichsel,846
1327,Elizabeth Weichsel,846
1328,Dani Howard,847
1329,Agnes Tyrrell,848
1330,Jeanne Leleu,849
1331,Winifred Phillips,850
1332,Maria Teresa Agnesi Pinottini,851
1333,Maria Teresa Agnesi,851
1334,Maria Teresa Agnesi,851
1335,Judith Cloud,852
1336,Maddalena Casulana,853
1337,Missy Mazzoli,854
1338,Janet Owen Thomas,855
1339,Heidi Baader-Nobs,856
1340,Kikuko Masumoto,857
1341,Marcela Pavia,858
1342,Mirrie Irma Jaffa Hill,859
1343,Mirrie Hill,859
1344,Mirrie Hill,859
1345,Graciane Finzi,860
1346,Grace Vamos,861
1347,Helen Steele,862
1348,Miss Davis,863
1349,Irène Fuerison,864
1350,Irène Van Santen,864
1351,Irène Van Santen,864
1352,Grete von Zieritz,865
1353,Jocelyn Pook,866
1354,Liana Alexandra,867
1355,Hedy Frank-Autheried,868
1356,Hélène Antoinette Marie de Nervo,869
1357,Hélène de Montgeroult,869
1358,Marquise de Montgeroult,869
1359,Hélène de Montgeroult,869
1360,Marquise de Montgeroult,869
1361,Olga Magidenko,870
1362,Phyllis Margaret Duncan Tate,871
1363,Phyllis Tate,871
1364,Phyllis Margaret Duncan Tate,871
1365,Anna von Schaden,872
1366,Helen Grime,873
1367,Helene Guerin,874
1368,Mlle Guerin,874
1369,Mlle Guerin,874
1370,Sarah Nemtsov,875
1371,Anna Renfer,876
1372,Mélanie Bonis,877
1373,Mel Bonis,877
1374,Mel Bonis,877
1375,Magaly Ruiz Lastres,878
1376,"Garsenda, Countess of Forcalquier",879
1377,Garsenda de Proensa,879
1378,Garsenda de Proensa,879
1379,Wanda Landowska,880
1380,Barbara of Portugal,881
1381,Maria Madalena Bárbara Xavier Leonor Teresa Antónia Josefa,881
1382,Bárbara,881
1383,Maria Bárbara,881
1384,Maria Madalena Bárbara Xavier Leonor Teresa Antónia Josefa,881
1385,Bárbara,881
1386,Maria Bárbara,881
1387,Dina Koston,882
1388,Eugenie Santa Coloma Sourget,883
1389,Anna Rubin,884
1390,Mary Knight Wood,885
1391,Denise Roger,886
1392,Louise Héritte-Viardot,887
1393,Yekaterina Chemberdzhi,888
1394,Katia Chemberdzhi,888
1395,Katia Chemberdzhi,888
1396,Harriet P. Sawyer,889
1397,Lilian Elkington,890
1398,Marina Leonardi,891
1399,Mary Grant Carmichael,892
1400,Karmella Tsepkolenko,893
1401,Katherine Teck,894
1402,Tsippi Fleischer,895
1403,Jane Savage,896
1404,Louise Reichardt,897
1405,Luise Reichardt,897
1406,Luise Reichardt,897
1407,Ludmila Jeske-Choińska-Mikorska,898
1408,Modesta Cesárea Sanginés Uriarte,899
1409,Junko Mori,900
1410,Marcelle Deschênes,901
1411,Pril Smiley,902
1412,Sonya Belousova,903
1413,Elizabeth Philp,904
1414,Jeanne Virginie Morel du Verger,905
1415,Virginie Morel-du Verger,905
1416,Christiane,905
1417,Virginie Morel-du Verger,905
1418,Christiane,905
1419,Elena Ruehr,906
1420,Mme. Tarbé des Sablons,907
1421,Ann Southam,908
1422,An-Ming Wang,909
1423,Mary Carr Moore,910
1424,Mary Louise Carr,910
1425,Mary Louise Carr,910
1426,Helen Eugenia Hagan,911
1427,Josée Vigneron-Ramackers,912
1428,Libby Larsen,913
1429,Stefania Turkewich,914
1430,Stefania Turkewich-Lukianovych,914
1431,Stefaniya Turkevich-Lisovska-Lukiyanovych,914
1432,Stefania Turkewich-Lukianovych,914
1433,Stefaniya Turkevich-Lisovska-Lukiyanovych,914
1434,Anna Meredith,915
1435,Halina Krzyżanowska,916
1436,Helene,916
1437,Helene,916
1438,Emiliana de Zubeldia,917
1439,Lorete,918
1440,Faustina Hasse Hodges,919
1441,Ig Henneman,920
1442,Hyo-Won Woo,921
1443,Svitlana Azarova,922
1444,Madelene Van Aardt,923
1445,Madelene Olivier,923
1446,Madelene Olivier,923
1447,Anna Bofill Leví,924
1448,Ana Bofill Levi,924
1449,Ana Bofill Levi,924
1450,Esther Rofe,925
1451,Esther Freda Rofe,925
1452,Agathe Backer Grøndahl,926
1453,Agathe Ursula Backer,926
1454,Agathe Ursula Backer,926
1455,Mirjana Šistek-Đorđević,927
1456,Mirjana Sistek-Djordjevic,927
1457,Mirjana Sistek-Djordjevic,927
1458,Barbara Harbach,928
1459,Shirley Graham Du Bois,929
1460,Lola Shirley Graham Jr.,929
1461,Lola Shirley Graham Jr.,929
1462,Pearle Christian,930
1463,Errollyn Wallen,931
1464,Rocío Sanz Quirós,932
1465,Rocio Sanz,932
1466,Caterina Assandra,933
1467,Agata,933
1468,Agata,933
1469,Narcisa Freixas,934
1470,Elaine Barkin,935
1471,Elaine Radoff,935
1472,Elaine Radoff,935
1473,Anja Plaschg,936
1474,Soap&Skin,936
1475,Soap&Skin,936
1476,Marie-Augustine-Aimée-Hippolyte Lorotte,937
1477,Augustine Lorotte,937
1478,Augustine Lorotte,937
1479,Suzanne Joly,938
1480,Maude Nugent,939
1481,Dagmar de Corval Rybner,940
1482,Dagmar Rybner,940
1483,Dagmar Rybner,940
1484,Johanna Doderer,941
1485,Felicia Donceanu,942
1486,Susan Spain-Dunk,943
1487,Ella Adayevskaya,944
1488,Elizaveta von Schultz,944
1489,Elisabeth von Schultz,944
1490,Elizaveta von Schultz,944
1491,Elisabeth von Schultz,944
1492,Sofie Rohnstock,945
1493,Olga De Blanck Martín,946
1494,Gillian Whitehead,947
1495,Betty Jackson King,948
1496,Ana Rugeles,949
1497,Hélène-Louise Demars,950
1498,Hélène-Louise Vernier,950
1499,Hélène-Louise Vernier,950
1500,Sainte des Prez,951
1501,Luna Alcalay,952
1502,Kilza Setti,953
1503,Marie Dare,954
1504,Margaret Dare,954
1505,Margaret Dare,954
1506,Eleanor Cory,955
1507,Laura Andel,956
1508,Nellie von Gerichten Smith,957
1509,Charlotta Seuerling,958
1510,Charlotte Seuerling,958
1511,Charlotte Seuerling,958
1512,Friederike Schwarz,959
1513,rz,959
1514,rz,959
1515,Mary Anne à Beckett,960
1516,Florentina Mallá,961
1517,Gilda Ruta,962
1518,Countess Gilda Ruta Cagnazzi,962
1519,Countess Gilda Ruta Cagnazzi,962
1520,Toyoko Takami,963
1521,Caroline Reinagle,964
1522,Ann Wyeth McCoy,965
1523,Sharda,966
1524,Constance Faunt Le Roy Runcie,967
1525,Anahid Alice Sirooni,968
1526,Alice Sirooni,968
1527,Yvonne Rokseth,969
1528,Yvonne Rihouët,969
1529,Yvonne Rihouët,969
1530,Tekla Bądarzewska-Baranowska,970
1531,Theodora Troendle,971
1532,Amanda Ira Aldridge,972
1533,Montague Ring,972
1534,Montague Ring,972
1535,Isabel Aretz-Thiele,973
1536,Isabel Aretz,973
1537,Isabel Aretz,973
1538,Édith Canat de Chizy,974
1539,Elise Schmezer,975
1540,Hanna Havrylets,976
1541,Qiang Wang,977
1542,Wang Qiang,977
1543,Isabel Mundry,978
1544,Louise Robyn,979
1545,Christina Charlotta Cederström,980
1546,Charlotta Cederström,980
1547,Charlotta Cederström,980
1548,Louise E. Stairs,981
1549,Madame Ronssecy,982
1550,Natasha Barrett,983
1551,J. Lilian Vandevere,984
1552,Tatyana Nikolayeva,985
1553,Tatiana Nikolayeva,985
1554,Tatiana Nikolayeva,985
1555,Anne Upton,986
1556,Grażyna Pstrokońska-Nawratil,987
1557,Geni Sadero,988
1558,Eugenia Scarpa,988
1559,Eugenia Scarpa,988
1560,Julia Usher,989
1561,Lena Stein-Schneider,990
1562,Geertruida van Vladeracken,991
1563,Graciela Castillo,992
1564,Josefa Somellera Guiterrez Zavalla Rebollo,993
1565,Josefa Somellera,993
1566,Elisabetta Brusa,994
1567,Rhona Clarke,995
1568,Ho Wai-On,996
1569,Ann-Kay Lin,996
1570,Ann-Kay Lin,996
1571,Ellen C. Covito,997
1572,Roberta Martin,998
1573,Marguerite Olagnier,999
1574,Barbara Pentland,1000
1575,Clara H. Scott,1001
1576,Luisa Casagemas,1002
1577,Lluïsa Casagemas i Coll,1002
1578,Lluïsa Casagemas i Coll,1002
1579,Rozalie Hirs,1003
1580,Rolande Maxwell Young,1004
1581,Doina Rotaru,1005
1582,Marilena Doinița Rotaru,1005
1583,Marilena Doinița Rotaru,1005
1584,Florence Ashton Marshall,1006
1585,Mrs Julian Marshall,1006
1586,Mrs Julian Marshall,1006
1587,Laura Valborg Aulin,1007
1588,Valborg Aulin,1007
1589,Valborg Aulin,1007
1590,Birgitta of Sweden,1008
1591,Bridget of Sweden,1008
1592,Saint Bridget,1008
1593,Heliga Birgitta,1008
1594,Bridget of Sweden,1008
1595,Saint Bridget,1008
1596,Heliga Birgitta,1008
1597,Pamela J. Marshall,1009
1598,Barbara Maria Zakrzewska-Nikiporczyk,1010
1599,Dorothea Anne Franchi,1011
1600,Lucile Grétry,1012
1601,Elsa Elene Swartz,1013
1602,Sophie Gail,1014
1603,Sophie Garre,1014
1604,Sophie Garre,1014
1605,Monica Witni,1015
1606,Hortense de Beauharnais,1016
1607,Hortense Eugénie Cécile Bonaparte,1016
1608,Hortense Eugénie Cécile Bonaparte,1016
1609,Armande de Polignac,1017
1610,Maria Antonia of Bavaria,1018
1611,Maria Antonia Walpurgis Symphorosa,1018
1612,ETPA,1018
1613,Maria Antonia Walpurgis Symphorosa,1018
1614,ETPA,1018
1615,Beatriz Lockhart,1019
1616,Hildegard of Bingen,1020
1617,Hildegard von Bingen,1020
1618,Hildegard von Bingen,1020
1619,Chiara Benati,1021
1620,B. J. Rosco,1022
1621,Diane Wittry,1023
1622,Rain Worthington,1024
1623,Naomi Shemer,1025
1624,Naomi Sapir,1025
1625,Naomi Sapir,1025
1626,Maya Badian,1026
1627,Teresa Milanollo,1027
1628,Mademoiselle Adagio,1027
1629,Mademoiselle Adagio,1027
1630,Darinka Simic-Mitrovic,1028
1631,Marjorie Rusche,1029
1632,Onutė Narbutaitė,1030
1633,Patricia Jünger,1031
1634,Cecilia Damström,1032
1635,Maia Ciobanu,1033
1636,Maya Ciobanu,1033
1637,Maya Ciobanu,1033
1638,Helen Rhodes (Guy d’Hardelot),1034
1639,Guy d'Hardelot,1034
1640,Guy d'Hardelot,1034
1641,Jeanne Behrend,1035
1642,Leopoldine Blahetka,1036
1643,Mira J. Spektor,1037
1644,Fannie Lovering Skinner,1038
1645,Sarah Lianne Lewis,1039
1646,Bertha Tapper,1040
1647,Janet Wheeler,1041
1648,Violeta Dinescu,1042
1649,Pauline Hall,1043
1650,Adriana Basile,1044
1651,Andreana Basile,1044
1652,la bella Adriana,1044
1653,Andreana Basile,1044
1654,la bella Adriana,1044
1655,Esther Sommerstein Zweig,1045
1656,Esther Zweig,1045
1657,Linda Bouchard,1046
1658,Hope Squire,1047
1659,Claire Polin,1048
1660,Soe Tjen Marching,1049
1661,Valerie Vonpechy,1050
1662,Pava Grigorevna Turtygina,1051
1663,Pava Turtygina,1051
1664,Charlotte Sporleder,1052
1665,Melinda Kistétényi,1053
1666,Maria Schneider,1054
1667,Madeline Charlotte Moorman,1055
1668,Charlotte Moorman,1055
1669,Charlotte Moorman,1055
1670,Chitra Singh,1056
1671,Tamara Antonovna Shaverzashvili,1057
1672,Countess Amalia Catharina of Waldeck,1058
1673,Amalia Katharina of Waldeck,1058
1674,"Amalie, Catharina",1058
1675,Mimi Wagensonner,1059
1676,Daria Semegen,1060
1677,Ana Sokolovic,1061
1678,Nancy Dalberg,1062
1679,Esther Scliar,1063
1680,Mildred Weston,1064
1681,Sophia Maria Westenholz,1065
1682,Marianna von Martines,1066
1683,Anna Catherina Martines,1066
1684,Anna Catherina Martines,1066
1685,Kerry Andrew,1067
1686,Olivia Buckley,1068
1687,Maija Einfelde,1069
1688,Marion Vree,1070
1689,Alissa Firsova,1071
1690,Lillian Fuchs,1072
1691,Dame Margot,1073
1692,Dame Maroie,1073
1693,Dame Maroie,1073
1694,Margriet Ehlen,1074
1695,Elodie Lauten,1075
1696,Genevieve Schecroun,1075
1697,Genevieve Schecroun,1075
1698,Jessie Montgomery,1076
1699,Hilda Sehested,1077
1700,Elainie Lillios,1078
1701,Pierrette Mari,1079
1702,Izabella Kuliffay,1080
1703,Karin Rehnqvist,1081
1704,Inna Abramovna Zhvanetskaia,1082
1705,Inna Zhvanetskaya,1082
1706,Ann Mounsey,1083
1707,Ann Mounsey Bartholomew,1083
1708,Ann Mounsey Bartholomew,1083
1709,Claude Arrieu,1084
1710,Ann Callaway,1085
1711,Maria Lindsay,1086
1712,Corona Elisabeth Wilhelmine Schröter,1087
1713,Sara Wennerberg-Reuter,1088
1714,Maria Teresa Pelegrí i Marimón,1089
1715,Erna Tauro,1090
1716,Johanna Kinkel,1091
1717,Johanna Mockel,1091
1718,Johanna Mockel,1091
1719,Diamanda Galás,1092
1720,Nini Bulterijs,1093
1721,Beatriz Bilbao,1094
1722,Nicole Carignan,1095
1723,Ruth Zechlin,1096
1724,Ruth Oschatz,1096
1725,Ruth Oschatz,1096
1726,Ginette Keller,1097
1727,Asya Sultanova,1098
1728,Ruth Erskine Tripp,1099
1729,Ruth Tripp,1099
1730,Susan McFarland Parkhurst,1100
1731,Mrs. E.A. Parkhurst,1100
1732,Mrs. E.A. Parkhurst,1100
1733,Dilys Elwyn-Edwards,1101
1734,Dilys Roberts,1101
1735,Dilys Roberts,1101
1736,Susan Cohn Lackman,1102
1737,H. Servier,1103
1738,Mme H. Servier,1103
1739,Mme H. Servier,1103
1740,Elizabeth Stirling,1104
1741,Sonja Beets,1105
1742,Irina Yel'cheva,1106
1743,Irina Elcheva,1106
1744,Irina Elcheva,1106
1745,Margaret Sutherland,1107
1746,Brunhilde Sonntag,1108
1747,Jeanette Tillett,1109
1748,Puchi Balseiro,1110
1749,Nancy Van de Vate,1111
1750,Nancy Jean Hayes,1111
1751,Nancy Jean Hayes,1111
1752,Caroline Elizabeth Sarah Norton,1112
1753,Caroline Norton,1112
1754,Caroline Norton,1112
1755,Addie Anderson Wilson,1113
1756,Lycia de Biase Bidart,1114
1757,Mary Josephine Agnes Wurm,1115
1758,Mary J. A. Wurm,1115
1759,Mary Würm,1115
1760,Mary Würm,1115
1761,Haruna Miyake,1116
1762,Ida Gotkovsky,1117
1763,Josepha Barbara Auernhammer,1118
1764,Clementine de Bourges,1119
1765,Dilorom Saidaminova,1120
1766,Klementyna Grabowska,1121
1767,Countess Clementine,1121
1768,Countess Clementine,1121
1769,Caroline Wiseneder,1122
1770,Anneli Arho,1123
1771,Larysa Kuzmenko,1124
1772,Florence Margaret Spencer Palmer,1125
1773,Peggy Spencer Palmer,1125
1774,Peggy Spencer Palmer,1125
1775,Rose Thisse-Derouette,1126
1776,María Teresa Oller Benlloch,1127
1777,Hedwige Chrétien,1128
1778,Dorothy Geneva Styles,1129
1779,Jennifer Higdon,1130
1780,Settimia Caccini,1131
1781,Luise Schulze-Berghof,1132
1782,Qu Xixian,1133
1783,Svea Nordblad Welander,1134
1784,"Helen Blackwood, Baroness Dufferin and Claneboye",1135
1785,Helen Selina Hay,1135
1786,Helen Selina Hay,1135
1787,Ann Cleare,1136
1788,Marina Saiz-Salazar,1137
1789,Deborah Pritchard,1138
1790,Lucia Ronchetti,1139
1791,Carrie B. Wilson Adams,1140
1792,Carrie Belle Wilson Adams,1140
1793,Carrie Belle Wilson Adams,1140
1794,Chihchun Chi-sun Lee,1141
1795,Neva Krasteva,1142
1796,Neva Krysteva,1142
1797,Neva Krysteva,1142
1798,Victoria Borisova-Ollas,1143
1799,Consuelo Díez,1144
1800,Louise Siddall,1145
